2.00701E+12,MAL08042369T    ,Live-well™ Bio- D Capsule,PRODUCT APPROVED,NATURAL PRODUCT,PAHANG PHARMACY SDN. BHD.,PAHANG PHARMACY SDN. BHD.
2.00701E+12,MAL08042370TC   ,Active- D Capsule,PRODUCT APPROVED,NATURAL PRODUCT,STERILINE SDN. BHD.,PAHANG PHARMACY SDN. BHD.
2.00702E+12,MAL08021502T,U-Line Manzybu,PRODUCT APPROVED,NATURAL PRODUCT,SIHAT MESRA SDN. BHD.,EASY PLUS PHARMACEUTICAL (M) SDN. BHD.
2.00702E+12,MAL08120836T,Heliocare 60 Capsules,PRODUCT APPROVED,NATURAL PRODUCT,NEOASIA (M) SDN. BHD.,INDUSTRIAL FARMACEUTICA CANTABRIA
2.00702E+12,MAL08021503T,U-Line Shuang Liao Hou Tong Bao,PRODUCT APPROVED,NATURAL PRODUCT,SIHAT MESRA SDN. BHD.,EASY PLUS PHARMACEUTICAL (M) SDN. BHD.
2.00702E+12,MAL08021504T,U-Line Nong Suo Yi Zhi Bao,PRODUCT APPROVED,NATURAL PRODUCT,SIHAT MESRA SDN. BHD.,EASY PLUS PHARMACEUTICAL (M) SDN. BHD.
2.00702E+12,MAL08111781T,BIRD"S NEST & CORDYCEPS PI PA GAO PLUS,PRODUCT APPROVED,NATURAL PRODUCT,CHING CHING MEDICINE MANUFACTURER,CHING CHING MEDICINE MANUFACTURER
2.00702E+12,MAL08010719TC   ,TAI FONG NONG SUO SU WEI BAO CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,WELLMINN TRADING,EASY PLUS PHARMACEUTICAL (M) SDN. BHD.
2.00702E+12,MAL08010720T,Tai Fong Aloe Vera Plus Pi Fu Cream,PRODUCT APPROVED,NATURAL PRODUCT,WELLMINN TRADING,EASY PLUS PHARMACEUTICAL (M) SDN. BHD.
2.00702E+12,MAL08010721TC   ,TAI FONG KAPSUL TONGKAT ALI PLUS KUCING GALAK (KAPSUL UNTUK LELAKI),PRODUCT APPROVED,NATURAL PRODUCT,WELLMINN TRADING,EASY PLUS PHARMACEUTICAL (M) SDN. BHD.
2.00702E+12,MAL08010722TC   ,Tai Fong Mostic Cream,PRODUCT APPROVED,NATURAL PRODUCT,WELLMINN TRADING,KIEN ONN FOH HERBAL WORKS SDN BHD
2.00702E+12,MAL08010723T,Tai Fong Sirap Ubat Batuk Gamat & Buah Lautan Peppermint Plus,PRODUCT APPROVED,NATURAL PRODUCT,WELLMINN TRADING,EASY PLUS PHARMACEUTICAL (M) SDN. BHD.
2.00702E+12,MAL07061557T    ,O"LYNN HERBAL TEA SECRET,PRODUCT APPROVED,NATURAL PRODUCT,ORIENT LABORATORIES SDN. BHD.,ORIENT LABORATORIES SDN. BHD.
2.00702E+12,MAL08111934T,SEA SWALLOW CORDYCEPS COUGH MIXTURE,PRODUCT APPROVED,NATURAL PRODUCT,CHING CHING MEDICINE MANUFACTURER,CHING CHING MEDICINE MANUFACTURER
2.00702E+12,MAL09011429T,SEA SWALLOW MEDICATED FLEX OIL,PRODUCT APPROVED,NATURAL PRODUCT,CHING CHING MEDICINE MANUFACTURER,CHING CHING MEDICINE MANUFACTURER
2.00702E+12,MAL07061558T    ,TLIMS SHAPUP TEA,PRODUCT APPROVED,NATURAL PRODUCT,ORIENT LABORATORIES SDN. BHD.,ORIENT LABORATORIES SDN. BHD.
2.00702E+12,MAL07061559T    ,SLENDZER CLENZ CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,ORIENT LABORATORIES SDN. BHD.,ORIENT LABORATORIES SDN. BHD.
2.00702E+12,MAL07061560T    ,TLIMS SHAPIN CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,ORIENT LABORATORIES SDN. BHD.,ORIENT LABORATORIES SDN. BHD.
2.00702E+12,MAL07061561T    ,AVONLIFE GINKGOPINE PLUS CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,ORIENT LABORATORIES SDN. BHD.,ORIENT LABORATORIES SDN. BHD.
2.00702E+12,MAL07061562T    ,GRAPE SEED EXTRACT CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,ORIENT LABORATORIES SDN. BHD.,ORIENT LABORATORIES SDN. BHD.
2.00702E+12,MAL08021507TC   ,Tai Fong Zhen Zhu Ling Yang Bai Cao Lu,PRODUCT APPROVED,NATURAL PRODUCT,WELLMINN TRADING,EASY PLUS PHARMACEUTICAL (M) SDN. BHD.
2.00702E+12,MAL08010725T,TAI FONG MINYAK GAMAT GOSOK & URUT PLUS,PRODUCT APPROVED,NATURAL PRODUCT,WELLMINN TRADING,EASY PLUS PHARMACEUTICAL (M) SDN. BHD.
2.00702E+12,MAL07081640TC,SR Cosmetic EziBreathe Chewable Tablet,PRODUCT APPROVED,NATURAL PRODUCT,SR Cosmetics,SARI TANI DESA SDN. BHD.
2.00702E+12,MAL07082897TC,4Life TF Plus Advanced,PRODUCT APPROVED,NATURAL PRODUCT,Forlife Research Imports Sdn Bhd,"Biomedical Research Laboratories, LC"
2.00702E+12,MAL09011431T,SEA SWALLOW CALCULUB BOVIS & PEARL HOU TZAO SAN PLUS,PRODUCT APPROVED,NATURAL PRODUCT,CHING CHING MEDICINE MANUFACTURER,CHING CHING MEDICINE MANUFACTURER
2.00702E+12,MAL07081642T    ,Mistura Zhu Ye She Gao,PRODUCT APPROVED,NATURAL PRODUCT,HIGH MEAN (M) SDN BHD,GUANGDONG ENTERLIFE PHARMACEUTICAL CO LTD
2.00702E+12,MAL07101277TC   ,VIGI PREMIER GOLD,PRODUCT APPROVED,NATURAL PRODUCT,RAHSIA PUSAKA MELAYU,RPM HERBS INDUSTRIES
2.00702E+12,MAL08021555T,Kaloba tablet 20MG,PRODUCT APPROVED,NATURAL PRODUCT,DCH AURIGA (MALAYSIA) SDN. BHD.,Dr.Willmar Schwabe GmbH & Co. KG
2.00702E+12,MAL07081649T    ,Immucor Tablet,PRODUCT APPROVED,NATURAL PRODUCT,NOVA LABORATORIES SDN. BHD.,NOVA LABORATORIES SDN. BHD.
2.00702E+12,MAL08091406T,Mustika Ratu Jamu Tea Plus Honey & Lime,PRODUCT APPROVED,NATURAL PRODUCT,P.T MUSTIKA RATU (M) SDN. BHD.,PT MUSTIKA RATU
2.00703E+12,MAL08082448TC,HURIX"S GAMAT MOS- Q CREAM,PRODUCT APPROVED,NATURAL PRODUCT,JIN BIN CORPORATION SDN. BHD.,J.B. PHARMACY GROUP SDN. BHD.
2.00703E+12,MAL07082901T    ,SANQI PIAN 500mg,PRODUCT APPROVED,NATURAL PRODUCT,BUMARI SDN. BHD.,XIAMEN TRADITIONAL CHINESE MEDICINE CO. LTD.
2.00703E+12,MAL07051033T    ,Cool Rhino,PRODUCT APPROVED,NATURAL PRODUCT,SYARIKAT WEN KEN DRUG SDN. BHD.,SYARIKAT WEN KEN DRUG SDN. BHD.
2.00703E+12,MAL07090956T    ,TIAN RAN QING RE JIE TONG LING,PRODUCT APPROVED,NATURAL PRODUCT,BUMARI SDN. BHD.,XIAMEN TRADITIONAL CHINESE MEDICINE CO. LTD.
2.00703E+12,MAL07051034T    ,Cool Rhino O2,PRODUCT APPROVED,NATURAL PRODUCT,SYARIKAT WEN KEN DRUG SDN. BHD.,SYARIKAT WEN KEN DRUG SDN. BHD.
2.00703E+12,MAL07081652T,Herbal Oil Double Prawn Brand,PRODUCT APPROVED,NATURAL PRODUCT,SYARIKAT WEN KEN DRUG SDN. BHD.,SYARIKAT WEN KEN DRUG SDN. BHD.
2.00703E+12,MAL09062114T,Mah Tai Liu Jun Tang Liquid Extract,PRODUCT APPROVED,NATURAL PRODUCT,MAH TAI CHINESE MEDICINE REFINERY,MAH TAI CHINESE MEDICINE REFINERY
2.00703E+12,MAL09072757T,Mah Tai Jing Fang Bai Du San Liquid Extract,PRODUCT APPROVED,NATURAL PRODUCT,MAH TAI CHINESE MEDICINE REFINERY,MAH TAI CHINESE MEDICINE REFINERY
2.00703E+12,MAL08010729T    ,SALINDAH-B6,PRODUCT APPROVED,NATURAL PRODUCT,DARULAMAN HOMEOPATHIC LABORATORIES (M) SDN BHD,DARULAMAN HOMEOPATHIC LABORATORIES (M) SDN BHD
2.00703E+12,MAL07124635T    ,Salindah-L8,PRODUCT APPROVED,NATURAL PRODUCT,DARULAMAN HOMEOPATHIC LABORATORIES (M) SDN BHD,DARULAMAN HOMEOPATHIC LABORATORIES (M) SDN BHD
2.00703E+12,MAL07082904T    ,Lanaprost® film coated tablet 80.00 mg,PRODUCT APPROVED,NATURAL PRODUCT,"THE ZYFAS MEDICAL CO.,",PT Pertiwi Agung Pharmaceutical Industry
2.00703E+12,MAL07081654T    ,Mistura Chuan Xiong Ca Tiao,PRODUCT APPROVED,NATURAL PRODUCT,HIGH MEAN (M) SDN BHD,GUANGDONG ENTERLIFE PHARMACEUTICAL CO LTD
2.00703E+12,MAL07082909TC   ,Conforer Global Hepon Capsule,PRODUCT APPROVED,NATURAL PRODUCT,CONFORER MEDI-CARE  ENTERPRISE,WHITE HERON PHARMACEUTICAL SDN. BHD.
2.00703E+12,MAL07081655T    ,Mistura Ba Zhen San,PRODUCT APPROVED,NATURAL PRODUCT,HIGH MEAN (M) SDN BHD,GUANGDONG ENTERLIFE PHARMACEUTICAL CO LTD
2.00703E+12,MAL09032003T,ENSO Shuang Liao Yan Wo Plus Long Yen Lo Cough Syrup,PRODUCT APPROVED,NATURAL PRODUCT,SIHAT MESRA SDN. BHD.,EASY PLUS PHARMACEUTICAL (M) SDN. BHD.
2.00703E+12,MAL07101278T    ,AIR MANCUR MINYAK TELON,PRODUCT APPROVED,NATURAL PRODUCT,PT. SARI SIHAT (M) SDN. BHD.,PT. Air Mancur
2.00703E+12,MAL07081656T    ,Mistura Siao Feng San,PRODUCT APPROVED,NATURAL PRODUCT,HIGH MEAN (M) SDN BHD,GUANGDONG ENTERLIFE PHARMACEUTICAL CO LTD
2.00703E+12,MAL07124636T    ,Bio Nice Hepacy Capsule,PRODUCT APPROVED,NATURAL PRODUCT,BIO NICE INDUSTRY SDN BHD,BIO NICE INDUSTRY SDN BHD
2.00703E+12,MAL07124637T    ,Bio Nice Osteory Capsule,PRODUCT APPROVED,NATURAL PRODUCT,BIO NICE INDUSTRY SDN BHD,BIO NICE INDUSTRY SDN BHD
2.00703E+12,MAL08080396T,Bio Nice Dibary Capsule,PRODUCT APPROVED,NATURAL PRODUCT,BIO NICE INDUSTRY SDN BHD,BIO NICE INDUSTRY SDN BHD
2.00703E+12,MAL07081657T    ,Mistura Ping Yin,PRODUCT APPROVED,NATURAL PRODUCT,HIGH MEAN (M) SDN BHD,GUANGDONG ENTERLIFE PHARMACEUTICAL CO LTD
2.00703E+12,MAL08010731T,ENSO Sirap Ubat Batuk Yan Wo Chong Cao Pi Pa Gao,PRODUCT APPROVED,NATURAL PRODUCT,SIHAT MESRA SDN. BHD.,EASY PLUS PHARMACEUTICAL (M) SDN. BHD.
2.00703E+12,MAL07101337TC   ,ARTREX Capsules,PRODUCT APPROVED,NATURAL PRODUCT,Md Healthcare Sdn Bhd,ATRA PHARMACEUTICALS LTD.
2.00703E+12,MAL08010732T,ENSO Xiao Yan Pi Fu Cream,PRODUCT APPROVED,NATURAL PRODUCT,SIHAT MESRA SDN. BHD.,EASY PLUS PHARMACEUTICAL (M) SDN. BHD.
2.00703E+12,MAL09072759T,ENSO Shuang Liao Bird Nest Pearl Pak Fong Pill Plus,PRODUCT APPROVED,NATURAL PRODUCT,SIHAT MESRA SDN. BHD.,EASY PLUS PHARMACEUTICAL (M) SDN. BHD.
2.00703E+12,MAL07122817T,Opceden Grape Seed Plus Capsule,PRODUCT APPROVED,NATURAL PRODUCT,YANLING NATURAL HYGIENE SDN. BHD.,YANLING NATURAL HYGIENE SDN. BHD.
2.00703E+12,MAL07081660T    ,Walex Gintomin,PRODUCT APPROVED,NATURAL PRODUCT,SYARIKAT WEN KEN DRUG SDN. BHD.,SYARIKAT WEN KEN DRUG SDN. BHD.
2.00703E+12,MAL07081661T    ,Three Legs LadyCare Capsule,PRODUCT APPROVED,NATURAL PRODUCT,SYARIKAT WEN KEN DRUG SDN. BHD.,SYARIKAT WEN KEN DRUG SDN. BHD.
2.00703E+12,MAL07081662T    ,Walex Energic,PRODUCT APPROVED,NATURAL PRODUCT,SYARIKAT WEN KEN DRUG SDN. BHD.,SYARIKAT WEN KEN DRUG SDN. BHD.
2.00703E+12,MAL07081663T    ,Walex Protec,PRODUCT APPROVED,NATURAL PRODUCT,SYARIKAT WEN KEN DRUG SDN. BHD.,SYARIKAT WEN KEN DRUG SDN. BHD.
2.00703E+12,MAL07090957T    ,Live-well™  ActivCUMIN™ Capsule,PRODUCT APPROVED,NATURAL PRODUCT,PAHANG PHARMACY SDN. BHD.,PAHANG PHARMACY SDN. BHD.
2.00703E+12,MAL07122818T    ,Mah Tai Qian Yang Tang,PRODUCT APPROVED,NATURAL PRODUCT,MAH TAI CHINESE MEDICINE REFINERY,MAH TAI CHINESE MEDICINE REFINERY
2.00703E+12,MAL07101338T    ,Cordyceps Essential,PRODUCT APPROVED,NATURAL PRODUCT,BIOFACT LIFE SDN. BHD.,BIOFACT LIFE SDN. BHD.
2.00703E+12,MAL07091076TC   ,TFE Spirulina,PRODUCT APPROVED,NATURAL PRODUCT,E-PHARMA (M) SDN. BHD.,YANLING NATURAL HYGIENE SDN. BHD.
2.00703E+12,MAL08051594T    ,San Bi Pian Tablet  410mg,PRODUCT APPROVED,NATURAL PRODUCT,Tong Jum Chew (m) Sdn. Bhd.,TONG JUM CHEW PTE LTD
2.00703E+12,MAL07090959TC   ,NATIVE LEGEND TEA (TEA POUCHES),PRODUCT APPROVED,NATURAL PRODUCT,UNICITY MARKETING SDN BHD,BEST FORMULATIONS
2.00703E+12,MAL07124642TCR  ,"""TIAN TAI TANG"" CHUN KING PILLS",PRODUCT APPROVED,NATURAL PRODUCT,WENG THYE HENG SDN BHD,S.H. UNIFLEX CHINESE MEDICAL FACTORY SDN BHD
2.00703E+12,MAL07082931T,Rojam Seri Wajah,PRODUCT APPROVED,NATURAL PRODUCT,PENAWAR INDUSTRIES SDN. BHD.,PENAWAR INDUSTRIES SDN. BHD.
2.00704E+12,MAL07081671T,Nyin Oi Hou Cho San,PRODUCT APPROVED,NATURAL PRODUCT,NYIN OI MEDICAL PRODUCT TRADING,WAN YEEN TRADING SDN. BHD.
2.00704E+12,MAL07082933T,Nyin Oi Pak Fong Pills,PRODUCT APPROVED,NATURAL PRODUCT,NYIN OI MEDICAL PRODUCT TRADING,WAN YEEN TRADING SDN. BHD.
2.00704E+12,MAL07082934T,Insaan ® Gamat Asli 220mg Liquid,PRODUCT APPROVED,NATURAL PRODUCT,BIOGENE R&D SDN BHD,BIOGENE R&D SDN BHD
2.00704E+12,MAL07082935T    ,Gamat Aloe Vera,PRODUCT APPROVED,NATURAL PRODUCT,BIOGENE R&D SDN BHD,BIOGENE R&D SDN BHD
2.00704E+12,MAL07090961TC,BIOS LIFE RESP (CAPSULE),PRODUCT APPROVED,NATURAL PRODUCT,UNICITY MARKETING SDN BHD,CSB Nutrition Corporation
2.00704E+12,MAL08082451TC,LiFiber,PRODUCT APPROVED,NATURAL PRODUCT,UNICITY MARKETING SDN BHD,BEST FORMULATIONS
2.00704E+12,MAL08051598T    ,Antrodia Complex,PRODUCT APPROVED,NATURAL PRODUCT,YI WANG HONEY GARDEN (M) SDN. BHD.,YI WANG HONEY GARDEN (M) SDN. BHD.
2.00704E+12,MAL07090962T    ,Gan Mao Qing Ke Li "Enriched",PRODUCT APPROVED,NATURAL PRODUCT,MAH TAI CHINESE MEDICINE REFINERY,MAH TAI CHINESE MEDICINE REFINERY
2.00704E+12,MAL09051540T,Natto Complex,PRODUCT APPROVED,NATURAL PRODUCT,YI WANG HONEY GARDEN (M) SDN. BHD.,YI WANG HONEY GARDEN (M) SDN. BHD.
2.00704E+12,MAL07082936TC   ,RHINITS-EASE,PRODUCT APPROVED,NATURAL PRODUCT,E-PHARMA (M) SDN. BHD.,YANLING NATURAL HYGIENE SDN. BHD.
2.00704E+12,MAL07101339T    ,Foslim Pill 200 mg,PRODUCT APPROVED,NATURAL PRODUCT,Atika Beauty House,PT Eleska Prima Tiga
2.00704E+12,MAL07082937TC   ,HAIR-EASE,PRODUCT APPROVED,NATURAL PRODUCT,E-PHARMA (M) SDN. BHD.,YANLING NATURAL HYGIENE SDN. BHD.
2.00704E+12,MAL07101280TC,ALTERNI NPR 9 CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,ALTERNI (M) SDN BHD,HERBAL SCIENCE SDN. BHD.
2.00704E+12,MAL07101281TC   ,"Ban Kah Chai Gold Brand Run Fei Cordyceps, Bird Nest Pi Pa Gao Plus",PRODUCT APPROVED,NATURAL PRODUCT,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.,CHING CHING MEDICINE MANUFACTURER
2.00704E+12,MAL07090963T    ,Li Zhong Wan Tablet,PRODUCT APPROVED,NATURAL PRODUCT,MAH TAI CHINESE MEDICINE REFINERY,MAH TAI CHINESE MEDICINE REFINERY
2.00704E+12,MAL07101282T    ,Ginseng Pian,PRODUCT APPROVED,NATURAL PRODUCT,MAH TAI CHINESE MEDICINE REFINERY,MAH TAI CHINESE MEDICINE REFINERY
2.00704E+12,MAL07090964T    ,Ginseng Tian Qi Dan Shen Pian,PRODUCT APPROVED,NATURAL PRODUCT,MAH TAI CHINESE MEDICINE REFINERY,MAH TAI CHINESE MEDICINE REFINERY
2.00704E+12,MAL07091082TC   ,NATURERICH SPIRULINA TABLET 200MG,PRODUCT APPROVED,NATURAL PRODUCT,HEALTHY WAY (MALAYSIA) SDN. BHD.,FERNO  INDUSTRIES SDN BHD
2.00704E+12,MAL07090965TC   ,BPDUCE-EASE,PRODUCT APPROVED,NATURAL PRODUCT,E-PHARMA (M) SDN. BHD.,YANLING NATURAL HYGIENE SDN. BHD.
2.00704E+12,MAL07090967T    ,Oasis Cordyceps Capsule 300mg,PRODUCT APPROVED,NATURAL PRODUCT,YANLING NATURAL HYGIENE SDN. BHD.,YANLING NATURAL HYGIENE SDN. BHD.
2.00704E+12,MAL07101341T,UHC Milk Thistle Plus Capsule,PRODUCT APPROVED,NATURAL PRODUCT,YANLING NATURAL HYGIENE SDN. BHD.,YANLING NATURAL HYGIENE SDN. BHD.
2.00704E+12,MAL07090968TC   ,BAO LING CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,ADVANCE FINGER PRESS THERAPY,CAPSULE PACK (M) SDN BHD
2.00704E+12,MAL07090972T,CHAMPS E NATBERRY PLUS CHEWABLE TABLET,PRODUCT APPROVED,NATURAL PRODUCT,Duopharma Marketing Sdn. Bhd.,DUOPHARMA MANUFACTURING (BANGI) SDN BHD
2.00704E+12,MAL07122826T,Opcantox,PRODUCT APPROVED,NATURAL PRODUCT,YANLING NATURAL HYGIENE SDN. BHD.,YANLING NATURAL HYGIENE SDN. BHD.
2.00704E+12,MAL07090973TC   ,CINNAMON CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,ALTERNI (M) SDN BHD,QD HERBS SDN. BHD.
2.00704E+12,MAL07101283TC   ,KAYU MANIEZ CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,ALTERNI (M) SDN BHD,QD HERBS SDN. BHD.
2.00704E+12,MAL07082942T    ,BTY TIAN MA GOU TENG PIAN (Tablet),PRODUCT APPROVED,NATURAL PRODUCT,BTY WORLDWIDE SDN.BHD.,BTY WORLDWIDE SDN.BHD.
2.00704E+12,MAL07082943T    ,BTY JIANG ZHI PIAN (Tablet),PRODUCT APPROVED,NATURAL PRODUCT,BTY WORLDWIDE SDN.BHD.,BTY WORLDWIDE SDN.BHD.
2.00704E+12,MAL07090974TC   ,CALMY-EASE,PRODUCT APPROVED,NATURAL PRODUCT,E-PHARMA (M) SDN. BHD.,YANLING NATURAL HYGIENE SDN. BHD.
2.00704E+12,MAL07090975T    ,BTY FEI RE CHUAN KE PIAN (Tablet),PRODUCT APPROVED,NATURAL PRODUCT,BTY WORLDWIDE SDN.BHD.,BTY WORLDWIDE SDN.BHD.
2.00704E+12,MAL08080398T,LINYANG MAO TAN LOO,PRODUCT APPROVED,NATURAL PRODUCT,ECOLITE BIOTECH MANUFACTURING SDN BHD,ECOLITE BIOTECH MANUFACTURING SDN BHD
2.00704E+12,MAL07090976T    ,BTY JIAN FEI JIANG ZHI PIAN (Tablet),PRODUCT APPROVED,NATURAL PRODUCT,BTY WORLDWIDE SDN.BHD.,BTY WORLDWIDE SDN.BHD.
2.00704E+12,MAL07082945T    ,Prostarin,PRODUCT APPROVED,NATURAL PRODUCT,NOVA LABORATORIES SDN. BHD.,NOVA LABORATORIES SDN. BHD.
2.00704E+12,MAL07082946T    ,BTY JIANG ZHI HUA YU PIAN (Tablet),PRODUCT APPROVED,NATURAL PRODUCT,BTY WORLDWIDE SDN.BHD.,BTY WORLDWIDE SDN.BHD.
2.00704E+12,MAL08082453T,WEILONG CAPSULE,PRODUCT APPROVED,NATURAL PRODUCT,HAI-O MEDICINE SDN. BHD.,BEIJING TONG REN TANG LTD CO.TONG REN TANG PHARM F
2.00704E+12,MAL07082947T    ,BTY HUANG LIAN SHANG QING PIAN (Tablet),PRODUCT APPROVED,NATURAL PRODUCT,BTY WORLDWIDE SDN.BHD.,BTY WORLDWIDE SDN.BHD.
2.00704E+12,MAL07082948T    ,Far Tham San,PRODUCT APPROVED,NATURAL PRODUCT,LEN FA MEDICAL SUPPLIES (M) SDN BHD,LEN FA MEDICAL SUPPLIES (M) SDN BHD
2.00704E+12,MAL07082949T,BTY SHUN QI ZHI KE PIAN (Tablet),PRODUCT APPROVED,NATURAL PRODUCT,BTY WORLDWIDE SDN.BHD.,BTY WORLDWIDE SDN.BHD.
2.00704E+12,MAL07090977T    ,BTY LIU ZI YAN ZONG HE JI (Liquid),PRODUCT APPROVED,NATURAL PRODUCT,BTY WORLDWIDE SDN.BHD.,BTY WORLDWIDE SDN.BHD.
2.00704E+12,MAL07082950T    ,Heng Chun Ge Far Tham Dan,PRODUCT APPROVED,NATURAL PRODUCT,LEN FA MEDICAL SUPPLIES (M) SDN BHD,LEN FA MEDICAL SUPPLIES (M) SDN BHD
2.00704E+12,MAL08080399T,Biling Tablet,PRODUCT APPROVED,NATURAL PRODUCT,HAI-O MEDICINE SDN. BHD.,Harbin Pharmaceutical Group Co Ltd Shi YiTang Pharm Factory
2.00704E+12,MAL07101285T    ,TUI REK WAN,PRODUCT APPROVED,NATURAL PRODUCT,ECOLITE BIOTECH MANUFACTURING SDN BHD,ECOLITE BIOTECH MANUFACTURING SDN BHD
2.00704E+12,MAL07082951T    ,BTY JIA WEI YIN QIAO HE JI (Liquid),PRODUCT APPROVED,NATURAL PRODUCT,BTY WORLDWIDE SDN.BHD.,BTY WORLDWIDE SDN.BHD.
2.00704E+12,MAL07082952T    ,BTY BI TONG LING HE JI (Liquid),PRODUCT APPROVED,NATURAL PRODUCT,BTY WORLDWIDE SDN.BHD.,BTY WORLDWIDE SDN.BHD.
2.00704E+12,MAL07082953T    ,BTY ZHEN WU HE JI (Liquid),PRODUCT APPROVED,NATURAL PRODUCT,BTY WORLDWIDE SDN.BHD.,BTY WORLDWIDE SDN.BHD.
2.00704E+12,MAL07082954T    ,BTY WU WEI XIAO DU HE JI (Liquid),PRODUCT APPROVED,NATURAL PRODUCT,BTY WORLDWIDE SDN.BHD.,BTY WORLDWIDE SDN.BHD.
2.00704E+12,MAL07082955T    ,BTY PING WEI HE JI (Liquid),PRODUCT APPROVED,NATURAL PRODUCT,BTY WORLDWIDE SDN.BHD.,BTY WORLDWIDE SDN.BHD.
2.00704E+12,MAL07082956T    ,BTY JIN YING SU QUAN HE JI (Liquid),PRODUCT APPROVED,NATURAL PRODUCT,BTY WORLDWIDE SDN.BHD.,BTY WORLDWIDE SDN.BHD.
2.00704E+12,MAL07082957T    ,BTY XIAO ER ZHI KE HE JI (Liquid),PRODUCT APPROVED,NATURAL PRODUCT,BTY WORLDWIDE SDN.BHD.,BTY WORLDWIDE SDN.BHD.
2.00704E+12,MAL07101344T    ,Chuan Bei Jing Tablets,PRODUCT APPROVED,NATURAL PRODUCT,CHINESE PATENT MEDICINES & MEDICATED LIQUORS CENTRE (PENANG) SDN. BHD.,"GUANGDONG YIHETANG PHARMACEUTICAL CO.,LTD"
2.00704E+12,MAL07124646T    ,TEH HERBA plus CITRUS ORANG KAMPUNG,PRODUCT APPROVED,NATURAL PRODUCT,PERNIAGAAN ORANG KAMPUNG SDN. BHD.,PERNIAGAAN ORANG KAMPUNG SDN. BHD.
2.00704E+12,MAL07101286T    ,Honbo BiO BPC,PRODUCT APPROVED,NATURAL PRODUCT,SG GLOBAL BIOTECH SDN BHD,QIS RESEARCH LABORATORY SDN. BHD.
2.00705E+12,MAL07082958TC   ,DI KOREAN GINSENG POWDER,PRODUCT APPROVED,NATURAL PRODUCT,Diamond Interest Sdn Bhd,DYNAPHARM HERBAL (M) SDN. BHD.
2.00705E+12,MAL07082959T    ,Mistura Chu Shi,PRODUCT APPROVED,NATURAL PRODUCT,HIGH MEAN (M) SDN BHD,GUANGDONG ENTERLIFE PHARMACEUTICAL CO LTD
2.00705E+12,MAL07090979T,Oasis Cordyceps Tablet 300 mg,PRODUCT APPROVED,NATURAL PRODUCT,YANLING NATURAL HYGIENE SDN. BHD.,YANLING NATURAL HYGIENE SDN. BHD.
2.00705E+12,MAL07101345T,Opceden Milk Thistle Plus Tablet,PRODUCT APPROVED,NATURAL PRODUCT,YANLING NATURAL HYGIENE SDN. BHD.,YANLING NATURAL HYGIENE SDN. BHD.
2.00705E+12,MAL07082960TC   ,Eurobio Ginkgo Biloba Leaf Extract Tablet,PRODUCT APPROVED,NATURAL PRODUCT,EUROBIO SDN BHD,PRIME PHARMACEUTICAL SDN. BHD.
2.00705E+12,MAL07082961T,Mistura Si Wu Tang,PRODUCT APPROVED,NATURAL PRODUCT,HIGH MEAN (M) SDN BHD,GUANGDONG ENTERLIFE PHARMACEUTICAL CO LTD
2.00705E+12,MAL07101287T    ,Mistura Shao Yao Gan Cao Tang,PRODUCT APPROVED,NATURAL PRODUCT,HIGH MEAN (M) SDN BHD,GUANGDONG ENTERLIFE PHARMACEUTICAL CO LTD
2.00705E+12,MAL07082962T    ,Mistura Shu Feng Jie Biao,PRODUCT APPROVED,NATURAL PRODUCT,HIGH MEAN (M) SDN BHD,GUANGDONG ENTERLIFE PHARMACEUTICAL CO LTD
2.00705E+12,MAL08051599T    ,S.D.Real,PRODUCT APPROVED,NATURAL PRODUCT,YI WANG HONEY GARDEN (M) SDN. BHD.,YI WANG HONEY GARDEN (M) SDN. BHD.
2.00705E+12,MAL07082963T    ,Mistura Ban Zhi Lian,PRODUCT APPROVED,NATURAL PRODUCT,HIGH MEAN (M) SDN BHD,GUANGDONG ENTERLIFE PHARMACEUTICAL CO LTD
2.00705E+12,MAL07082964T    ,Mistura Shun Qi,PRODUCT APPROVED,NATURAL PRODUCT,HIGH MEAN (M) SDN BHD,GUANGDONG ENTERLIFE PHARMACEUTICAL CO LTD
2.00705E+12,MAL07082965T    ,Mistura Fu Fang Ming Mu Di Huang,PRODUCT APPROVED,NATURAL PRODUCT,HIGH MEAN (M) SDN BHD,GUANGDONG ENTERLIFE PHARMACEUTICAL CO LTD
2.00705E+12,MAL07082966T    ,BTY GU CI PIAN (Tablet),PRODUCT APPROVED,NATURAL PRODUCT,BTY WORLDWIDE SDN.BHD.,BTY WORLDWIDE SDN.BHD.
2.00705E+12,MAL07122828T,shine VISIMAX Capsule,PRODUCT APPROVED,NATURAL PRODUCT,HERBAL SCIENCE SDN. BHD.,HERBAL SCIENCE SDN. BHD.
