MAL08080437TC,MISTURA YUNU (ZHONG TI),NATURAL PRODUCT,00:00.0,00:00.0,48:43.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08080436TC,MISTURA BAOHE (ZHONG TI),NATURAL PRODUCT,00:00.0,00:00.0,49:05.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08080435TC,MISTURA QIANGHUOSHENGSHI (ZHONG TI),NATURAL PRODUCT,00:00.0,00:00.0,54:22.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08051648TC,MISTURA ZHONG TI LIANGGE,NATURAL PRODUCT,00:00.0,00:00.0,55:48.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08051647TC,MISTURA ZHONG TI ZHIQING,NATURAL PRODUCT,00:00.0,00:00.0,56:10.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08091425TC,MISTURA LONGDANXIEGAN (ZHONG TI),NATURAL PRODUCT,00:00.0,00:00.0,57:15.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08080434TC,MISTURA ZHONG TI WUWEIXIAODU,NATURAL PRODUCT,00:00.0,00:00.0,57:39.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08051646TC,MISTURA ZHONG TI SHANGKEDUZHONG,NATURAL PRODUCT,00:00.0,00:00.0,58:07.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08080433TC,MISTURA JINGFANGBAIDU (ZHONG TI),NATURAL PRODUCT,00:00.0,00:00.0,59:24.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08051645TC,MISTURA ZHONG TI YANGYINQINGFEI,NATURAL PRODUCT,00:00.0,00:00.0,59:58.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08051644TC,MISTURA ZHONG TI SANGZHIHUZHANG,NATURAL PRODUCT,00:00.0,00:00.0,00:13.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08051643TC,MISTURA ZHONG TI QIJUDIHUANG,NATURAL PRODUCT,00:00.0,00:00.0,00:33.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08051642TC,MISTURA ZHONG TI LIUJUNZI,NATURAL PRODUCT,00:00.0,00:00.0,00:59.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08051641TC,MISTURA ZHONG TI TIAOWEICHENQI,NATURAL PRODUCT,00:00.0,00:00.0,01:35.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08051640TC,MISTURA ZHONG TI GUIZHI,NATURAL PRODUCT,00:00.0,00:00.0,01:58.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08042420TC   ,MISTURA ZHONG TI ERCHEN,NATURAL PRODUCT,00:00.0,00:00.0,02:57.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08031452TC   ,MISTURA ZHONG TI XIANGSHALIUJUNZI,NATURAL PRODUCT,00:00.0,00:00.0,03:18.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08031451TC   ,MISTURA ZHONG TI LINGGUISHUGAN,NATURAL PRODUCT,00:00.0,00:00.0,03:44.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08031450TC   ,MISTURA ZHONG TI GANLUXIAODU,NATURAL PRODUCT,00:00.0,00:00.0,04:29.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08031449TC   ,MISTURA ZHONG TI GUIPI,NATURAL PRODUCT,00:00.0,00:00.0,38:35.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08031448TC   ,MISTURA ZHONG TI HUOLUOXIAOLING,NATURAL PRODUCT,00:00.0,00:00.0,40:46.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08031447TC   ,MISTURA ZHONG TI DUZHONG,NATURAL PRODUCT,00:00.0,00:00.0,41:06.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08031445TC   ,MISTURA ZHONG TI YINQIAO,NATURAL PRODUCT,00:00.0,00:00.0,41:52.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08031444TC   ,MISTURA ZHONG TI LIUWEIDIHUANG,NATURAL PRODUCT,00:00.0,00:00.0,42:13.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08042418TC   ,MISTURA ZHONG TI SANGJU,NATURAL PRODUCT,00:00.0,00:00.0,42:35.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08051639TC,MISTURA ZHONG TI XINSU,NATURAL PRODUCT,00:00.0,00:00.0,43:01.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL08042417TC   ,MISTURA ZHONG TI ZHEBEI,NATURAL PRODUCT,00:00.0,00:00.0,43:23.0,ZHONG TI ENTERPRISE SDN. BHD.,BIO NICE INDUSTRY SDN BHD
MAL06100004T,Dehemor Capsule 500mg,NATURAL PRODUCT,00:00.0,00:00.0,00:22.0,SHITEK MICRO ALGAE SDN BHD,Phytobiotech Sdn. Bhd.
MAL20152511TCE,TDB 24 Capsules,NATURAL PRODUCT,00:00.0,00:00.0,11:21.0,C S Z WORLDWIDE SDN. BHD.,NATURE PACK ENTERPRISE
MAL20032006TC       ,CONFORER TEA,NATURAL PRODUCT,00:00.0,00:00.0,26:32.0,CONFORER MEDI-CARE  ENTERPRISE,WHITE HERON PHARMACEUTICAL SDN. BHD.
MAL19912806XZ,VITALAX B PLUS TABLET,NON PRESCRIPTION,00:00.0,00:00.0,31:17.0,WINWA MEDICAL SDN. BHD.,WINWA MEDICAL SDN. BHD.
MAL15025028NCR,Vitamode SUPERBA KRILL OIL 500mg SOFTGELS,HEALTH SUPPLEMENT,00:00.0,00:00.0,34:28.0,MEDISPEC (M) SDN.BHD,Ayanda GmbH & Co.KG
MAL20020354XCZ,VENOFER INJECTION,NEW CHEMICAL ENTITY,00:00.0,00:00.0,38:22.0,FRESENIUS MEDICAL CARE MALAYSIA SDN BHD,Nycomed GmbH
MAL20122275HAE,TYLONSULFA,VETERINARY ,00:00.0,00:00.0,18:28.0,Excelcrop Sdn Bhd,Excelcrop Sdn Bhd
MAL20122276HAE,TYLONSULFA PLUS (),VETERINARY ,00:00.0,00:00.0,18:55.0,Excelcrop Sdn Bhd,Excelcrop Sdn Bhd
MAL20040060TC,BLACK SEED CAPSULE,NATURAL PRODUCT,00:00.0,00:00.0,24:42.0,NAJILA COSMETIC & MARKETING,JABBAR HERBS MANUFACTURING SDN. BHD.
MAL20040059TC,KAPSUL HALIA TRIMIK PLUS,NATURAL PRODUCT,00:00.0,00:00.0,25:18.0,NAJILA COSMETIC & MARKETING,JABBAR HERBS MANUFACTURING SDN. BHD.
MAL09042418T,BIO-XORA,NATURAL PRODUCT,00:00.0,00:00.0,44:47.0,Duha Sdn. Bhd.,Duha Sdn. Bhd.
MAL09021100T,Diadem,NATURAL PRODUCT,00:00.0,00:00.0,46:06.0,Duha Sdn. Bhd.,Duha Sdn. Bhd.
MAL09042419T,ISORA PLUS,NATURAL PRODUCT,00:00.0,00:00.0,46:29.0,Duha Sdn. Bhd.,Duha Sdn. Bhd.
MAL09021101T,CYNUSS,NATURAL PRODUCT,00:00.0,00:00.0,46:54.0,Duha Sdn. Bhd.,Duha Sdn. Bhd.
MAL09021102T,HIPE PLUS,NATURAL PRODUCT,00:00.0,00:00.0,47:18.0,Duha Sdn. Bhd.,Duha Sdn. Bhd.
MAL09021103T,ORTHOSIPHON STAMINEUS PLUS,NATURAL PRODUCT,00:00.0,00:00.0,48:48.0,Duha Sdn. Bhd.,Duha Sdn. Bhd.
MAL09072778T,BIOCELL,NATURAL PRODUCT,00:00.0,00:00.0,49:21.0,Duha Sdn. Bhd.,Duha Sdn. Bhd.
MAL09021446T,PRO-CE,NATURAL PRODUCT,00:00.0,00:00.0,49:44.0,Duha Sdn. Bhd.,Duha Sdn. Bhd.
MAL09042421T,NT-PRO,NATURAL PRODUCT,00:00.0,00:00.0,50:05.0,Duha Sdn. Bhd.,Duha Sdn. Bhd.
MAL08082529TC,Goldleaf Xiao Ke Bao,NATURAL PRODUCT,00:00.0,00:00.0,59:32.0,Goldenleaf Enterprise,SYARIKAT WEN KEN DRUG SDN. BHD.
MAL12125011T,HERBA KECI BELING DAN MELADA PAHIT,NATURAL PRODUCT,00:00.0,00:00.0,15:37.0,FADHILAT HERBS ENTERPRISE,FADHILAT HERBS ENTERPRISE
MAL20033555TC,Qing Re Bao,NATURAL PRODUCT,00:00.0,00:00.0,27:05.0,WAN YEEN TRADING SDN. BHD.,QD HERBS SDN. BHD.
MAL20020086T        ,LINGZHI BAJI RENSHENG JIN : JIN FENG HUANG BRAND,NATURAL PRODUCT,00:00.0,00:00.0,26:38.0,BESFOMEC INDUSTRIES SDN. BHD.,BESFOMEC INDUSTRIES SDN. BHD.
MAL07031084T,Jamu Habis Bersalin 1,NATURAL PRODUCT,36:27.0,36:27.0,44:33.0,NEERA AYU (M) SDN. BHD.,PT NYONYA MENEER
MAL07031088T,Jamu Habis Bersalin 2,NATURAL PRODUCT,36:27.0,36:27.0,45:05.0,NEERA AYU (M) SDN. BHD.,PT NYONYA MENEER
MAL07031085T,Jamu Habis Bersalin 3,NATURAL PRODUCT,36:27.0,36:27.0,45:26.0,NEERA AYU (M) SDN. BHD.,PT NYONYA MENEER
MAL07031086T,Jamu Habis Bersalin 4,NATURAL PRODUCT,36:27.0,36:27.0,45:46.0,NEERA AYU (M) SDN. BHD.,PT NYONYA MENEER
MAL07031087T,Jamu Habis Bersalin 5,NATURAL PRODUCT,36:27.0,36:27.0,46:03.0,NEERA AYU (M) SDN. BHD.,PT NYONYA MENEER
MAL06081264TC,Kumur-Kumur Mimidula Solution 300ml,NATURAL PRODUCT,00:00.0,00:00.0,47:37.0,PERUBATAN HOMEOPATHY RAZIAH,POLENS (M) SDN. BHD.
MAL09100269T,SABIT BANANI MINYAK 360,NATURAL PRODUCT,00:00.0,00:00.0,43:06.0,SABIT BANANI INDUSTRIES SDN BHD,SABIT BANANI INDUSTRIES SDN BHD
MAL08031441TC   ,Minyak Ibu Gamat Asli Plus,NATURAL PRODUCT,00:00.0,00:00.0,12:43.0,Sireh Lagenda Industries Sdn.bhd.,PENAWAR INDUSTRIES SDN. BHD.
MAL08111874TC,Bam Serai Plus,NATURAL PRODUCT,00:00.0,00:00.0,12:43.0,Sireh Lagenda Industries Sdn.bhd.,PENAWAR INDUSTRIES SDN. BHD.
MAL19912234XZ,IDAMAN PHARMA CALAMINE LOTION,NON PRESCRIPTION,00:00.0,00:00.0,29:53.0,IDAMAN PHARMA MANUFACTURING SDN BHD,IDAMAN PHARMA MANUFACTURING SDN BHD
MAL20034862XCR,BiO-LiFE Bio-Zinc Complex Tablets,HEALTH SUPPLEMENT,00:00.0,00:00.0,39:16.0,BIO-LIFE MARKETING SDN BHD,Lipa Pharmaceuticals Limited
MAL16045012N,YL Total Omega3 900 Softgel Capsule,HEALTH SUPPLEMENT,00:00.0,00:00.0,47:41.0,YANLING NATURAL HYGIENE SDN. BHD.,YANLING NATURAL HYGIENE SDN. BHD.
MAL16055017N,Opceden  Omega-3 Fish Oil TG 500/200 Softgel Capsule,HEALTH SUPPLEMENT,00:00.0,00:00.0,51:50.0,YANLING NATURAL HYGIENE SDN. BHD.,YANLING NATURAL HYGIENE SDN. BHD.
MAL07050957TC   ,Hurix"s Gamat Rub - Cool,NATURAL PRODUCT,00:00.0,00:00.0,08:50.0,JIN BIN CORPORATION SDN. BHD.,J.B. PHARMACY GROUP SDN. BHD.
MAL09122049TC,ChloroSpirulina Chewable Tablet,NATURAL PRODUCT,00:00.0,00:00.0,19:53.0,UNICITY MARKETING SDN BHD,ADAM NUTRITION INC
MAL19986434ACZ,KLACID MR 500MG TABLET,NEW CHEMICAL ENTITY,00:00.0,00:00.0,43:02.0,ABBOTT LABORATORIES (M) SDN. BHD.,Aesica Queenborough Limited
MAL19992280T        ,MINYAK SERI PALA,NATURAL PRODUCT,00:00.0,00:00.0,59:36.0,PENAWAR INDUSTRIES SDN. BHD.,PENAWAR INDUSTRIES SDN. BHD.
MAL19992281T        ,MINYAK SERI SERAI,NATURAL PRODUCT,00:00.0,00:00.0,59:36.0,PENAWAR INDUSTRIES SDN. BHD.,PENAWAR INDUSTRIES SDN. BHD.
MAL08080425T,Tie Da Zhi Tong Gao,NATURAL PRODUCT,00:00.0,00:00.0,59:36.0,SEANG WAN TRADING CO SDN BHD,"GUANGDONG TAIENKANG PHARMACEUTICAL(FACTORY)CO.,LTD"
MAL20172759NC,BALLERINA GLUTA PLUS CHEWABLE TABLET,HEALTH SUPPLEMENT,00:00.0,00:00.0,45:41.0,BALLERINA BEAUTY & HEALTH,Dby Smart Trading
MAL16035037NC,ABYADH ASTAXANTHIN PLUS CAPSULE,HEALTH SUPPLEMENT,00:00.0,00:00.0,46:09.0,DS HEALTH & BEAUTY SOLUTION,Dby Smart Trading
MAL16085002NC,BELLA BEAUTE gluta plus chewable tablet,HEALTH SUPPLEMENT,00:00.0,00:00.0,46:32.0,AAF GLOBAL RESOURCES,Dby Smart Trading
MAL16055006NC,Rohana Kasih L-Glutathione Collagen Plus Tablet,HEALTH SUPPLEMENT,00:00.0,00:00.0,46:54.0,ROHANA KASIH ENTERPRISE,Dby Smart Trading
MAL20013568ARSZ,OMNISCAN INJECTION 0.5MMOL/ML-10ML IN GLASS VIAL,PRESCRIPTION,00:00.0,00:00.0,47:43.0,PHARMAFORTE (MALAYSIA) SDN. BHD.,GE Healthcare Ireland
MAL20013570ARSZ,OMNISCAN INJECTION 0.5MMOL/ML-20ML IN GLASS VIAL,PRESCRIPTION,00:00.0,00:00.0,48:03.0,PHARMAFORTE (MALAYSIA) SDN. BHD.,GE Healthcare Ireland
MAL19920415ARZ,MAGNEVIST 20ML,NEW CHEMICAL ENTITY,00:00.0,00:00.0,48:26.0,BAYER CO. (MALAYSIA) SDN. BHD.,Bayer Pharma AG.
MAL20033997ARZ,MAGNEVIST INJECTION 100ML,NON PRESCRIPTION,00:00.0,00:00.0,48:43.0,BAYER CO. (MALAYSIA) SDN. BHD.,Bayer Pharma AG.
MAL20033996ARZ,MAGNEVIST INJECTION 30ML,NON PRESCRIPTION,00:00.0,00:00.0,48:58.0,BAYER CO. (MALAYSIA) SDN. BHD.,Bayer Pharma AG.
MAL19970089ARZ,MAGNEVIST 10ML,NON PRESCRIPTION,00:00.0,00:00.0,49:16.0,BAYER CO. (MALAYSIA) SDN. BHD.,Bayer Pharma AG.
MAL19950104AZ,TIDACT INJECTION 150MG/ML (2ML VIAL),PRESCRIPTION,00:00.0,00:00.0,19:18.0,Y.S.P. INDUSTRIES (M) SDN BHD,YUNG SHIN PHARM INDUSTRIAL CO LTD
MAL19890543AZ,FLUANXOL TABLET 0.5MG,NEW CHEMICAL ENTITY,00:00.0,00:00.0,25:50.0,Lundbeck Malaysia Sdn. Bhd.,H. LUNDBECK A/S
MAL19900318AZ      ,WINDERM CREAM 1%W/W,PRESCRIPTION,00:00.0,00:00.0,45:20.0,WINWA MEDICAL SDN. BHD.,WINWA MEDICAL SDN. BHD.
MAL19991972T        ,BALSAM GAMAT PLUS,NATURAL PRODUCT,00:00.0,00:00.0,26:14.0,PENAWAR INDUSTRIES SDN. BHD.,PENAWAR INDUSTRIES SDN. BHD.
MAL19991974T        ,BALSAM SERAI,NATURAL PRODUCT,00:00.0,00:00.0,28:56.0,PENAWAR INDUSTRIES SDN. BHD.,PENAWAR INDUSTRIES SDN. BHD.
MAL19992486T        ,BALSAM HALIA,NATURAL PRODUCT,00:00.0,00:00.0,28:56.0,PENAWAR INDUSTRIES SDN. BHD.,PENAWAR INDUSTRIES SDN. BHD.
MAL19984348ACZ,KLACID TABLET 500MG,NEW CHEMICAL ENTITY,00:00.0,00:00.0,04:51.0,ABBOTT LABORATORIES (M) SDN. BHD.,Aesica Queenborough Limited
MAL19913303XR,DUOFILM,NON PRESCRIPTION,00:00.0,00:00.0,10:22.0,GLAXOSMITHKLINE CONSUMER HEALTHCARE SDN. BHD.,STIEFEL LABS (IRELAND) LTD
MAL15015039NC,Opceden MemoGold Capsule,HEALTH SUPPLEMENT,00:00.0,00:00.0,17:03.0,ASIA HEALTHCARE SDN. BHD.,YANLING NATURAL HYGIENE SDN. BHD.
MAL06091507TCR,Bio-Life Livasil Tablet,NATURAL PRODUCT,00:00.0,00:00.0,28:57.0,BIO-LIFE MARKETING SDN BHD,Lipa Pharmaceuticals Limited
MAL19986585TCR,BiO-LiFE Milk Thistle & Dandelion Tablet,NATURAL PRODUCT,00:00.0,00:00.0,34:04.0,BIO-LIFE MARKETING SDN BHD,Lipa Pharmaceuticals Limited
MAL17127017TCE,STEMERGY FEM-GLOW CAPSULE,NATURAL PRODUCT,00:00.0,00:00.0,38:04.0,STEMERGY SDN BHD,EXCEL HERBAL INDUSTRIES SDN. BHD.
MAL20021227TC,Hurix"s Minyak Asli,NATURAL PRODUCT,00:00.0,00:00.0,42:16.0,JIN BIN CORPORATION SDN. BHD.,J.B. PHARMACY GROUP SDN. BHD.
MAL09103013TC,Shine Growell Capsule,NATURAL PRODUCT,00:00.0,00:00.0,58:05.0,Y.S.P. INDUSTRIES (M) SDN BHD,"Wan-Kuo Pharmaceutical Co., LTD"
MAL05041893TCR,BiO-LiFE Gymnema & Fenugreek Complex Tablet,NATURAL PRODUCT,00:00.0,00:00.0,07:53.0,BIO-LIFE MARKETING SDN BHD,Lipa Pharmaceuticals Limited
MAL18056061TCE,S11 Kacip Fatimah Plus Capsules,NATURAL PRODUCT,00:00.0,00:00.0,19:39.0,CONCORD TRADING SDN. BHD.,FARMINA BIO PLUS INDUSTRIES & CONSULTANTS SDN. BHD.
MAL08082498TC,DE SEGAR CY"NUS HERBS,NATURAL PRODUCT,00:00.0,00:00.0,19:30.0,Akman Services,PENAWAR INDUSTRIES SDN. BHD.
MAL08082499TC,De Segar BIO F 10,NATURAL PRODUCT,00:00.0,00:00.0,20:01.0,Akman Services,PENAWAR INDUSTRIES SDN. BHD.
MAL08082501TC,De Segar FLUSH,NATURAL PRODUCT,00:00.0,00:00.0,20:31.0,Akman Services,PENAWAR INDUSTRIES SDN. BHD.
MAL08082502TC,De Segar SEGARAPAT,NATURAL PRODUCT,00:00.0,00:00.0,20:52.0,Akman Services,PENAWAR INDUSTRIES SDN. BHD.
MAL16120012T,Lesku 300mg Capsule,NATURAL PRODUCT,00:00.0,00:00.0,21:19.0,BODYWELL MY MARKETING,BODYWELL ENTERPRISE
MAL13075039TC,MIL CAPSULE,NATURAL PRODUCT,00:00.0,00:00.0,21:52.0,DYNAMIC HEALTH TRADING,QD HERBS SDN. BHD.
MAL11110018TC,GBM CORDY PLUS CAPSULE,NATURAL PRODUCT,00:00.0,00:00.0,22:19.0,Gbm Network Sdn Bhd,KIN HERBS PHARMA SDN BHD
MAL08042239TC   ,Molokheiya  1001,NATURAL PRODUCT,00:00.0,00:00.0,22:43.0,IMASCORP SDN BHD,SG GLOBAL BIOTECH SDN BHD
MAL19961827T        ,Kim Onn?s Kim Onn Ko Ointment,NATURAL PRODUCT,00:00.0,00:00.0,23:11.0,KIM ONN"S MEDICAL HALL,KIM ONN"S MEDICAL HALL
MAL19961828T        ,KIM ONN OIL,NATURAL PRODUCT,00:00.0,00:00.0,23:35.0,KIM ONN"S MEDICAL HALL,KIM ONN"S MEDICAL HALL
MAL19962914X,PAK HUP KO OINTMENT,NON PRESCRIPTION,00:00.0,00:00.0,24:09.0,KIM ONN"S MEDICAL HALL,KIM ONN"S MEDICAL HALL
MAL19970103XZ,PAK KOR KO OINTMENT,NON PRESCRIPTION,00:00.0,00:00.0,24:31.0,KIM ONN"S MEDICAL HALL,KIM ONN"S MEDICAL HALL
MAL20032542TC       ,PAI DU TABLET,NATURAL PRODUCT,00:00.0,00:00.0,24:53.0,KUIK CORPORATION SDN BHD,WHITE HERON PHARMACEUTICAL SDN. BHD.
MAL20032057TC,YIK SHEN TABLET,NATURAL PRODUCT,00:00.0,00:00.0,25:11.0,KUIK CORPORATION SDN BHD,WHITE HERON PHARMACEUTICAL SDN. BHD.
MAL13055042TC,Masleo Manihot Plus,NATURAL PRODUCT,00:00.0,00:00.0,25:37.0,Masleo Sale & Marketing,GREEN CARE MANUFACTURE
MAL19984009X        ,KLEAN & KARE NORMAL SALINE SOLN FOR IRRIGATION,NON PRESCRIPTION,00:00.0,00:00.0,26:07.0,MEDICOPTIC SUPPLIES SDN BHD,A.N.B. LABS
MAL19987982X        ,OCUSOL (BALANCED SALT SOLUTION),NON PRESCRIPTION,00:00.0,00:00.0,26:29.0,MEDICOPTIC SUPPLIES SDN BHD,A.N.B. LABS
MAL15125032AZ,"DEPOGESTIN I - Medroxyprogesterone Acetate Inj 150mg/ ml  		",PRESCRIPTION,00:00.0,00:00.0,26:53.0,MEDICOPTIC SUPPLIES SDN BHD,A.N.B. LABORATORIES CO. LTD.
MAL13045056X,ZIGA SUSPENSION,NON PRESCRIPTION,00:00.0,00:00.0,27:16.0,MEDICOPTIC SUPPLIES SDN BHD,"Bangkok Lab & Cosmetic Co.,Ltd"
MAL19986786T        ,BIO HERBS SERIES WAI JIANG MK9 NA-CON COMPLEX,NATURAL PRODUCT,00:00.0,00:00.0,27:36.0,MOUNT KINABALU HERBAL HOUSE,QD HERBS SDN. BHD.
MAL20034090T        ,BIO HERBS SERIES WAI JIANG MK10 C AND C COMPLEX,NATURAL PRODUCT,00:00.0,00:00.0,27:54.0,MOUNT KINABALU HERBAL HOUSE,QD HERBS SDN. BHD.
MAL11125040NC,Regius Primoris Omega 3 Fish Oil,HEALTH SUPPLEMENT,00:00.0,00:00.0,28:21.0,Natures Care Resources Sdn Bhd,Natures Care Manufacture Pty Ltd
MAL11125024NC,REGIUS PRIMORIS OPC- 3PLUS Capsules,HEALTH SUPPLEMENT,00:00.0,00:00.0,28:40.0,Natures Care Resources Sdn Bhd,NATURE`S CARE MANUFACTURE PTY LIMITED
MAL08010774TCS  ,Nutravite MacaMax Capsule 400mg,NATURAL PRODUCT,00:00.0,00:00.0,29:35.0,NUTRA SOURCE SDN. BHD.,TST BIOCEUTICAL SDN. BHD.
MAL05032680T    ,Nutravite MacaMax Capsule 400mg,NATURAL PRODUCT,00:00.0,00:00.0,30:13.0,NUTRA SOURCE SDN. BHD.,ACE HEALTH PRODUCTS SDN. BHD.
MAL19992837TC,JIN MAY (CAPSULE),NATURAL PRODUCT,00:00.0,00:00.0,30:44.0,Perniagaan Ubat Tradisional Wei Hong,EXCEL HERBAL INDUSTRIES SDN. BHD.
MAL20001173TC,TAN SENG LING-ZHI PLUS,NATURAL PRODUCT,00:00.0,00:00.0,32:29.0,Perniagaan Ubat Tradisional Wei Hong,EXCEL HERBAL INDUSTRIES SDN. BHD.
MAL20000926TC,TAIRICO,NATURAL PRODUCT,00:00.0,00:00.0,52:14.0,Perniagaan Ubat Tradisional Wei Hong,EXCEL HERBAL INDUSTRIES SDN. BHD.
MAL20000928TC,PI LING TAN,NATURAL PRODUCT,00:00.0,00:00.0,53:32.0,Perniagaan Ubat Tradisional Wei Hong,EXCEL HERBAL INDUSTRIES SDN. BHD.
MAL20000556TC,LING ZHI LESS-TEROL PLUS CAPSULE,NATURAL PRODUCT,00:00.0,00:00.0,53:56.0,Perniagaan Ubat Tradisional Wei Hong,EXCEL HERBAL INDUSTRIES SDN. BHD.
MAL20000927TC,TAIRI KING TONGKAT ALI PLUS,NATURAL PRODUCT,00:00.0,00:00.0,54:28.0,Perniagaan Ubat Tradisional Wei Hong,EXCEL HERBAL INDUSTRIES SDN. BHD.
MAL08101470TC,"Tongkat Ali Essence, 350mg",NATURAL PRODUCT,00:00.0,00:00.0,55:26.0,Quality Brand Sdn Bhd,THE ORIGIN FOODS SDN BHD
MAL10100078TC,SUPRE PINE,NATURAL PRODUCT,00:00.0,00:00.0,56:07.0,Quality Brand Sdn Bhd,THE ORIGIN FOODS SDN BHD
MAL10100079TC,PINE PLUS,NATURAL PRODUCT,00:00.0,00:00.0,56:48.0,Quality Brand Sdn Bhd,THE ORIGIN FOODS SDN BHD
MAL08101562TC,RITOW CORDYCEPS CAPSULE,NATURAL PRODUCT,00:00.0,00:00.0,58:04.0,Ritow Biotechnology(malaysia)sdn Bhd,PB NATUR SDN. BHD.
MAL08091433TC,RITOW CORDYCEPS POWDER SACHET,NATURAL PRODUCT,00:00.0,00:00.0,58:23.0,Ritow Biotechnology(malaysia)sdn Bhd,PB NATUR SDN. BHD.
MAL11115033TC,LADS CARE Kapsul 400mg,NATURAL PRODUCT,00:00.0,00:00.0,59:03.0,Syarikat Mama Husien Sdn Bhd,SABIT BANANI INDUSTRIES SDN BHD
MAL13035033TC,Bigenmax,NATURAL PRODUCT,00:00.0,00:00.0,59:37.0,TMH ENTERPRISE,TST BIOCEUTICAL SDN. BHD.
MAL20033880TC       ,LAM LEE YUEN PEARL  PAI FENG WAN (PIL BESAR),NATURAL PRODUCT,00:00.0,00:00.0,01:20.0,WENG HUP HENG MEDICAL HALL,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.
MAL20034109TC       ,GOLDEN CITY BRAND CHUI FENG SO HUP WAN (PIL BESAR),NATURAL PRODUCT,00:00.0,00:00.0,01:41.0,WENG HUP HENG MEDICAL HALL,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.
MAL20040297TC,LAM LEE YUEN PEARL PAI FENG WAN (PIL KECIL),NATURAL PRODUCT,00:00.0,00:00.0,02:05.0,WENG HUP HENG MEDICAL HALL,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.
MAL20041080TC,WENG HUP HENG PEARL & CALCULUS BOVIS PLUS HOU TSAO SAN,NATURAL PRODUCT,00:00.0,00:00.0,02:29.0,WENG HUP HENG MEDICAL HALL,HONG KONG BAN KAH CHAI MED. FTY. SDN. BHD.
MAL09082892XC,YR Aroma Massage Oil,NON PRESCRIPTION,00:00.0,00:00.0,04:27.0,YR Healthcare,SARI TANI DESA SDN. BHD.
MAL09082893XC,YR Aroma Medic Oil,NON PRESCRIPTION,00:00.0,00:00.0,04:47.0,YR Healthcare,SARI TANI DESA SDN. BHD.
MAL20021347T        ,LOBSTER BRAND HERBAL OIL (MEDICATED OIL) 14ML,NATURAL PRODUCT,00:00.0,00:00.0,11:48.0,DIAMOND MEDICAL COMPANY,DIAMOND MEDICAL COMPANY
MAL12105048T,MINYAK BAYI U and ME,NATURAL PRODUCT,00:00.0,00:00.0,16:31.0,SERI MH UMMI SDN BHD,SERI MH UMMI SDN BHD
MAL12075040T,minyak pok ku,NATURAL PRODUCT,00:00.0,00:00.0,18:35.0,SERI MH UMMI SDN BHD,SERI MH UMMI SDN BHD
MAL20021431XCR      ,BiO-LiFE Anti-FR??? Tablets,HEALTH SUPPLEMENT,00:00.0,00:00.0,18:34.0,BIO-LIFE MARKETING SDN BHD,Lipa Pharmaceuticals Limited
